Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Average Speed in MPH, Cat 1 Speed Count, Cat 2 Speed Count, Cat 3 Speed Count, Cat 4 Speed Count, Cat 5 Speed Count, Cat 6 Speed Count, Cat 7 Speed Count, Cat 8 Speed Count, Cat 9 Speed Count, Cat 10 Speed Count, Cat 11 Speed Count, Cat 12 Speed Count, Cat 13 Speed Count, Cat 14 Speed Count, Cat speed counts included flag, Quality Index, Network Link Id, NTIS Model Version
2022-01-16,20:59:00,6,171,133,10,3,25,108.68,67.54,0,0,0,0,0,0,0,0,1,14,20,52,69,15,True,15,200109898,15
2022-01-16,21:14:00,6,128,98,9,3,18,110.22,68.49,0,0,0,0,0,0,0,0,2,7,16,38,42,23,True,15,200109898,15
2022-01-16,21:29:00,6,113,85,6,2,20,107.98,67.10,0,0,0,0,0,0,0,0,2,11,13,31,45,11,True,15,200109898,15
2022-01-16,21:44:00,6,130,107,2,2,19,107.86,67.02,0,0,0,0,0,0,0,0,0,7,25,40,47,11,True,15,200109898,15
2022-01-16,21:59:00,6,111,85,7,4,15,106.56,66.21,0,0,0,0,0,0,0,0,0,5,17,52,32,5,True,15,200109898,15
2022-01-16,22:14:00,6,78,53,7,3,15,102.63,63.77,0,0,0,1,0,0,0,0,1,12,9,26,20,9,True,15,200109898,15
2022-01-16,22:29:00,6,87,58,5,7,17,103.67,64.42,0,0,0,1,0,0,0,0,0,6,20,26,28,6,True,15,200109898,15
2022-01-16,22:44:00,6,62,45,2,1,14,104.48,64.92,0,0,0,0,0,0,0,0,1,9,10,17,21,4,True,15,200109898,15
2022-01-16,22:59:00,6,66,55,4,2,5,108.46,67.39,0,0,0,0,0,0,0,0,0,4,6,30,20,6,True,15,200109898,15
2022-01-16,23:14:00,6,47,28,4,2,13,103.42,64.27,0,0,0,0,0,0,0,0,3,7,8,9,14,6,True,15,200109898,15
2022-01-16,23:29:00,6,50,32,2,4,12,104.43,64.89,0,0,0,0,0,0,0,0,0,5,12,16,13,4,True,15,200109898,15
2022-01-16,23:44:00,6,36,23,4,2,7,107.55,66.83,0,0,0,0,0,0,0,1,0,2,5,12,11,5,True,15,200109898,15
2022-01-16,23:59:00,6,26,18,3,1,4,101.31,62.96,0,0,0,0,0,0,0,0,0,5,3,14,2,2,True,15,200109898,15
2022-01-17,00:14:00,0,24,13,0,1,10,101.17,62.86,0,0,0,0,0,0,0,0,0,7,4,5,5,3,True,15,200109898,15
2022-01-17,00:29:00,0,27,11,2,4,10,97.96,60.87,0,0,0,0,0,0,0,0,0,6,10,5,5,1,True,15,200109898,15
2022-01-17,00:44:00,0,21,9,0,3,9,99.40,61.77,0,0,0,0,0,0,0,0,1,3,5,8,3,1,True,15,200109898,15
2022-01-17,00:59:00,0,17,5,0,4,8,100.03,62.16,0,0,0,0,0,0,0,0,0,1,9,3,3,1,True,15,200109898,15
2022-01-17,01:14:00,0,25,8,1,0,16,96.86,60.19,0,0,0,0,0,0,0,0,0,10,5,3,6,1,True,15,200109898,15
2022-01-17,01:29:00,0,17,5,1,3,8,96.02,59.67,0,0,0,0,0,0,0,0,0,3,9,3,1,1,True,15,200109898,15
2022-01-17,01:44:00,0,28,14,1,1,12,99.84,62.04,0,0,0,0,0,0,0,0,0,6,8,7,5,2,True,15,200109898,15
2022-01-17,01:59:00,0,34,14,1,3,16,98.49,61.20,0,0,0,0,0,0,0,1,0,9,7,9,4,4,True,15,200109898,15
2022-01-17,02:14:00,0,28,9,1,1,17,96.32,59.85,0,0,0,0,0,0,0,0,0,8,10,4,6,0,True,15,200109898,15
2022-01-17,02:29:00,0,17,4,1,2,10,96.56,60.00,0,0,0,0,0,0,0,0,0,6,4,3,4,0,True,15,200109898,15
2022-01-17,02:44:00,0,26,9,1,6,10,96.34,59.87,0,0,0,0,0,0,0,1,0,5,8,8,4,0,True,15,200109898,15
2022-01-17,02:59:00,0,36,14,1,4,17,98.79,61.39,0,0,0,0,0,0,0,0,0,10,9,7,9,1,True,15,200109898,15
2022-01-17,03:14:00,0,28,9,3,3,13,97.63,60.67,0,0,0,0,0,0,0,0,0,10,4,8,5,1,True,15,200109898,15
2022-01-17,03:29:00,0,49,16,5,15,13,106.50,66.18,0,0,0,0,0,0,0,0,0,4,13,14,7,11,True,15,200109898,15
2022-01-17,03:44:00,0,68,18,9,14,27,99.80,62.02,0,0,0,0,0,0,0,1,3,8,19,21,10,6,True,15,200109898,15
2022-01-17,03:59:00,0,78,32,12,7,27,102.61,63.76,0,0,0,0,0,0,0,0,0,13,22,15,21,7,True,15,200109898,15
2022-01-17,04:14:00,0,100,43,10,13,34,102.51,63.70,0,0,0,0,0,0,0,1,1,16,25,21,25,11,True,15,200109898,15
2022-01-17,04:29:00,0,110,36,18,15,41,100.73,62.59,0,0,0,0,0,0,0,0,4,13,32,31,25,5,True,15,200109898,15
2022-01-17,04:44:00,0,138,76,12,17,33,106.89,66.42,0,0,0,0,0,0,0,0,1,6,32,39,51,9,True,15,200109898,15
2022-01-17,04:59:00,0,177,84,29,18,46,104.47,64.92,0,0,0,0,0,0,0,0,0,15,43,58,53,8,True,15,200109898,15
2022-01-17,05:14:00,0,204,97,26,23,58,103.29,64.18,0,0,0,0,0,0,0,0,1,28,49,57,53,16,True,15,200109898,15
2022-01-17,05:29:00,0,241,126,32,29,54,103.06,64.04,0,0,0,0,0,0,0,0,1,38,41,85,66,10,True,15,200109898,15
2022-01-17,05:44:00,0,291,161,43,27,60,102.77,63.86,0,0,0,0,0,0,0,0,0,36,53,131,63,8,True,15,200109898,15
2022-01-17,05:59:00,0,373,201,50,30,92,100.56,62.49,0,0,0,0,0,0,0,0,2,61,76,160,71,3,True,15,200109898,15
2022-01-17,06:14:00,0,358,181,59,30,88,99.18,61.63,0,0,0,0,0,0,0,0,5,58,96,140,52,7,True,15,200109898,15
2022-01-17,06:29:00,0,438,239,55,42,102,92.57,57.52,0,0,0,0,0,0,2,5,32,128,127,102,38,4,True,15,200109898,15
2022-01-17,06:44:00,0,451,247,66,34,104,96.83,60.17,0,0,0,0,0,0,0,2,5,100,116,188,37,3,True,15,200109898,15
2022-01-17,06:59:00,0,531,318,75,42,96,95.59,59.40,0,0,0,0,0,0,0,0,18,112,174,185,39,3,True,15,200109898,15
2022-01-17,07:14:00,0,556,335,87,42,92,89.69,55.73,0,0,0,0,0,0,0,31,59,149,164,134,19,0,True,15,200109898,15
2022-01-17,07:29:00,0,532,311,71,57,93,91.33,56.75,0,0,0,0,0,0,1,16,54,159,118,148,34,2,True,15,200109898,15
2022-01-17,07:44:00,0,556,346,72,51,87,92.78,57.65,0,0,0,0,0,0,1,2,30,153,182,172,16,0,True,15,200109898,15
2022-01-17,07:59:00,0,534,315,78,42,99,94.44,58.69,0,0,0,0,0,0,2,2,18,154,134,184,35,5,True,15,200109898,15
2022-01-17,08:14:00,0,463,295,57,35,76,98.16,60.99,0,0,0,0,0,0,0,2,7,102,93,189,67,3,True,15,200109898,15
2022-01-17,08:29:00,0,421,279,44,28,70,100.22,62.27,0,0,0,0,0,0,0,0,5,64,89,193,61,9,True,15,200109898,15
2022-01-17,08:44:00,0,451,284,54,30,83,96.37,59.88,0,0,0,0,0,0,0,0,17,113,113,140,65,3,True,15,200109898,15
2022-01-17,08:59:00,0,445,272,48,43,82,97.65,60.68,0,0,0,0,0,0,0,1,14,94,99,168,68,1,True,15,200109898,15
2022-01-17,09:14:00,0,368,208,47,41,72,100.44,62.41,0,0,0,0,0,0,2,0,12,56,68,139,84,7,True,15,200109898,15
2022-01-17,09:29:00,0,377,221,42,38,76,100.36,62.36,0,0,0,0,0,0,0,1,2,61,84,155,65,9,True,15,200109898,15
2022-01-17,09:44:00,0,313,174,38,27,74,100.90,62.70,0,0,0,0,0,0,1,0,5,41,70,125,66,5,True,15,200109898,15
2022-01-17,09:59:00,0,387,232,37,36,82,100.78,62.63,0,0,0,0,0,0,0,1,3,69,78,145,77,14,True,15,200109898,15
2022-01-17,10:14:00,0,353,193,37,39,84,98.40,61.15,0,0,0,0,0,0,0,0,8,73,82,128,57,5,True,15,200109898,15
2022-01-17,10:29:00,0,352,200,44,32,76,99.14,61.60,0,0,0,0,0,0,0,1,8,68,73,131,68,3,True,15,200109898,15
2022-01-17,10:44:00,0,311,180,33,35,63,100.79,62.63,0,0,0,0,0,0,0,1,1,47,58,148,52,4,True,15,200109898,15
2022-01-17,10:59:00,0,342,199,33,30,80,98.79,61.38,0,0,0,0,0,0,0,1,4,60,83,144,47,3,True,15,200109898,15
2022-01-17,11:14:00,0,286,168,31,17,70,99.06,61.56,0,0,0,1,0,0,0,1,5,45,70,107,52,5,True,15,200109898,15
2022-01-17,11:29:00,0,384,215,22,43,104,97.01,60.28,0,0,0,0,0,0,0,0,9,85,104,133,53,0,True,15,200109898,15
2022-01-17,11:44:00,0,334,181,38,29,86,98.04,60.92,0,0,0,0,0,0,0,0,8,68,78,134,38,8,True,15,200109898,15
2022-01-17,11:59:00,0,373,212,29,42,90,97.86,60.81,0,0,0,0,0,0,0,0,6,86,99,110,69,3,True,15,200109898,15
2022-01-17,12:14:00,0,354,200,25,38,91,91.43,56.81,0,0,0,0,0,0,1,3,20,142,96,56,34,2,True,15,200109898,15
2022-01-17,12:29:00,0,315,174,19,22,100,95.54,59.37,0,0,0,0,0,0,0,0,8,76,103,95,31,2,True,15,200109898,15
2022-01-17,12:44:00,0,403,235,32,34,102,95.71,59.47,0,0,0,0,0,0,0,1,3,116,116,119,43,5,True,15,200109898,15
2022-01-17,12:59:00,0,326,195,20,31,80,99.42,61.78,0,0,0,0,0,0,0,0,10,52,86,104,70,4,True,15,200109898,15
2022-01-17,13:14:00,0,330,180,25,33,92,99.59,61.88,0,0,0,0,0,0,0,0,2,63,82,117,56,10,True,15,200109898,15
2022-01-17,13:29:00,0,335,189,28,34,84,99.98,62.13,0,0,0,0,0,0,0,1,6,57,75,121,69,6,True,15,200109898,15
2022-01-17,13:44:00,0,332,185,25,26,96,95.77,59.51,0,0,0,0,0,0,0,1,13,88,84,101,39,6,True,15,200109898,15
2022-01-17,13:59:00,0,325,178,24,31,92,99.73,61.97,0,0,0,0,0,0,0,1,4,61,83,97,70,9,True,15,200109898,15
2022-01-17,14:14:00,0,340,175,25,31,109,98.22,61.03,0,0,0,0,0,0,0,0,3,73,92,113,54,5,True,15,200109898,15
2022-01-17,14:29:00,0,366,212,34,24,96,99.57,61.87,0,0,0,0,0,0,0,0,6,67,88,130,64,11,True,15,200109898,15
2022-01-17,14:44:00,0,321,195,19,32,75,100.27,62.31,0,0,0,0,0,0,0,0,5,55,77,106,71,7,True,15,200109898,15
2022-01-17,14:59:00,0,325,181,24,34,86,100.31,62.33,0,0,0,0,0,0,0,0,2,70,71,94,78,10,True,15,200109898,15
2022-01-17,15:14:00,0,353,193,34,31,95,88.20,54.81,0,0,0,0,0,0,0,14,67,107,89,51,23,2,True,15,200109898,15
2022-01-17,15:29:00,0,346,203,29,23,91,98.31,61.09,0,0,0,0,1,0,0,0,11,68,85,108,65,8,True,15,200109898,15
2022-01-17,15:44:00,0,350,208,31,26,85,99.29,61.70,0,0,0,0,0,0,0,0,3,68,93,112,66,8,True,15,200109898,15
2022-01-17,15:59:00,0,354,219,27,25,83,99.48,61.82,0,0,0,0,0,0,0,1,5,66,88,119,62,13,True,15,200109898,15
2022-01-17,16:14:00,0,389,248,39,13,89,99.78,62.00,0,0,0,0,0,0,0,2,5,67,86,150,72,7,True,15,200109898,15
2022-01-17,16:29:00,0,370,243,26,21,80,96.51,59.97,0,0,0,0,0,0,0,1,11,80,117,105,52,4,True,15,200109898,15
2022-01-17,16:44:00,0,344,223,29,26,66,99.84,62.04,0,0,0,0,0,0,0,0,4,61,92,110,64,13,True,15,200109898,15
2022-01-17,16:59:00,0,373,235,38,22,78,98.97,61.50,0,0,0,0,0,0,0,0,11,65,78,160,53,6,True,15,200109898,15
2022-01-17,17:14:00,0,411,279,21,14,97,97.74,60.73,0,0,0,0,0,0,0,0,9,79,122,136,60,5,True,15,200109898,15
2022-01-17,17:29:00,0,404,276,13,26,89,95.45,59.31,0,0,0,0,1,0,0,0,12,97,118,136,38,2,True,15,200109898,15
2022-01-17,17:44:00,0,331,212,26,16,77,98.81,61.40,0,0,0,0,0,0,0,3,6,54,84,127,51,6,True,15,200109898,15
2022-01-17,17:59:00,0,344,219,25,20,80,98.39,61.14,0,0,0,0,0,0,0,0,8,66,94,111,60,5,True,15,200109898,15
2022-01-17,18:14:00,0,284,197,11,10,66,98.74,61.36,0,0,0,0,0,0,0,0,14,46,69,97,53,5,True,15,200109898,15
2022-01-17,18:29:00,0,239,146,19,7,67,100.01,62.14,0,0,0,0,0,0,0,1,5,40,55,82,50,6,True,15,200109898,15
2022-01-17,18:44:00,0,255,157,19,8,71,99.02,61.53,0,0,0,0,0,0,0,0,4,52,59,87,52,1,True,15,200109898,15
2022-01-17,18:59:00,0,208,130,15,9,54,102.42,63.64,0,0,0,0,0,0,0,0,4,30,42,68,53,11,True,15,200109898,15
2022-01-17,19:14:00,0,215,124,15,15,61,101.64,63.16,0,0,0,0,0,0,0,0,1,37,53,58,56,10,True,15,200109898,15
2022-01-17,19:29:00,0,177,101,15,14,47,101.92,63.33,0,0,0,0,0,0,0,1,4,32,27,57,46,10,True,15,200109898,15
2022-01-17,19:44:00,0,154,90,10,12,42,101.97,63.36,0,0,0,0,0,0,0,0,5,28,19,54,42,6,True,15,200109898,15
2022-01-17,19:59:00,0,163,104,7,5,47,102.24,63.53,0,0,0,0,0,0,0,0,4,28,27,54,38,12,True,15,200109898,15
2022-01-17,20:14:00,0,138,73,9,11,45,101.14,62.84,0,0,0,0,0,0,0,0,2,27,30,36,37,6,True,15,200109898,15
2022-01-17,20:29:00,0,109,55,3,8,43,99.38,61.75,0,0,0,0,0,0,0,0,0,23,34,26,19,7,True,15,200109898,15
2022-01-17,20:44:00,0,128,72,13,9,34,100.53,62.47,0,0,0,0,0,0,0,0,5,24,25,41,21,12,True,15,200109898,15
2022-01-17,20:59:00,0,93,60,9,2,22,104.22,64.76,0,0,0,0,0,0,0,0,2,16,8,33,27,7,True,15,200109898,15
2022-01-17,21:14:00,0,92,52,7,6,27,102.22,63.52,0,0,0,0,0,0,0,0,0,11,22,37,18,4,True,15,200109898,15
2022-01-17,21:29:00,0,97,42,14,12,29,99.27,61.69,0,0,0,0,0,1,0,0,1,22,19,28,22,4,True,15,200109898,15
2022-01-17,21:44:00,0,68,39,11,1,17,97.40,60.52,0,0,1,0,0,0,0,2,2,10,8,24,20,1,True,15,200109898,15
2022-01-17,21:59:00,0,75,40,6,7,22,100.89,62.69,0,0,0,0,0,0,0,0,1,10,18,30,14,2,True,15,200109898,15
2022-01-17,22:14:00,0,77,38,6,6,27,100.18,62.25,0,0,0,0,0,0,0,1,2,13,18,22,16,5,True,15,200109898,15
2022-01-17,22:29:00,0,69,28,7,4,30,99.22,61.66,0,0,0,0,0,0,0,0,1,12,25,15,10,6,True,15,200109898,15
2022-01-17,22:44:00,0,61,32,8,3,18,101.32,62.96,0,0,0,0,0,0,0,0,1,10,12,22,14,2,True,15,200109898,15
2022-01-17,22:59:00,0,48,20,4,4,20,97.73,60.73,0,0,0,0,1,0,0,0,0,11,11,12,10,3,True,15,200109898,15
2022-01-17,23:14:00,0,48,25,3,5,15,101.96,63.36,0,0,0,0,0,0,0,0,1,9,9,13,13,3,True,15,200109898,15
2022-01-17,23:29:00,0,42,17,0,3,22,94.71,58.85,0,0,0,0,0,0,0,1,2,12,12,6,8,1,True,15,200109898,15
2022-01-17,23:44:00,0,37,13,0,4,20,96.78,60.14,0,0,0,0,0,0,1,0,0,8,14,6,4,4,True,15,200109898,15
2022-01-17,23:59:00,0,52,20,5,7,20,95.20,59.15,0,0,0,0,0,0,0,0,2,13,20,8,8,1,True,15,200109898,15
2022-01-18,00:14:00,1,33,6,2,4,21,91.15,56.64,0,0,0,0,0,0,0,0,4,13,9,2,3,2,True,15,200109898,15
2022-01-18,00:29:00,1,26,12,1,3,10,96.66,60.06,0,0,0,0,0,0,0,1,1,6,6,7,2,3,True,15,200109898,15
2022-01-18,00:44:00,1,37,8,6,2,21,94.35,58.63,0,0,0,0,0,0,0,0,1,12,12,7,4,1,True,15,200109898,15
2022-01-18,00:59:00,1,24,5,0,1,18,90.96,56.52,0,0,0,0,0,0,0,0,1,7,12,4,0,0,True,15,200109898,15
2022-01-18,01:14:00,1,36,9,2,4,21,94.59,58.78,0,0,0,0,0,0,0,0,1,11,13,6,3,2,True,15,200109898,15
2022-01-18,01:29:00,1,44,10,3,2,29,93.60,58.16,0,0,0,0,0,0,0,1,2,11,16,8,6,0,True,15,200109898,15
2022-01-18,01:44:00,1,23,5,0,1,17,91.08,56.60,0,0,0,0,0,0,0,0,3,7,8,2,3,0,True,15,200109898,15
2022-01-18,01:59:00,1,26,5,1,5,15,93.68,58.21,0,0,0,0,0,0,0,0,1,11,6,4,2,2,True,15,200109898,15
2022-01-18,02:14:00,1,36,11,1,4,20,95.40,59.28,0,0,0,0,0,0,0,0,0,14,8,8,5,1,True,15,200109898,15
2022-01-18,02:29:00,1,37,12,2,3,20,95.84,59.55,0,0,0,0,0,0,0,0,0,11,12,8,6,0,True,15,200109898,15
2022-01-18,02:44:00,1,39,10,4,5,20,94.01,58.42,0,0,0,0,0,0,0,0,2,12,10,12,2,1,True,15,200109898,15
2022-01-18,02:59:00,1,43,6,3,13,21,95.54,59.36,0,0,0,0,0,0,0,0,0,13,14,12,1,3,True,15,200109898,15
2022-01-18,03:14:00,1,34,4,1,5,24,88.45,54.96,0,0,0,0,0,0,0,2,4,10,12,4,2,0,True,15,200109898,15
2022-01-18,03:29:00,1,56,10,3,15,28,94.85,58.94,0,0,0,0,0,0,0,0,3,15,17,14,5,2,True,15,200109898,15
2022-01-18,03:44:00,1,51,11,7,16,17,98.21,61.03,0,0,0,0,0,0,0,1,1,12,10,17,6,4,True,15,200109898,15
2022-01-18,03:59:00,1,60,10,7,17,26,93.63,58.18,0,0,0,0,0,0,1,0,1,15,24,14,4,1,True,15,200109898,15
2022-01-18,04:14:00,1,59,12,10,12,25,92.21,57.30,0,0,0,0,0,0,0,1,4,21,12,17,3,1,True,15,200109898,15
2022-01-18,04:29:00,1,76,20,9,16,31,96.11,59.72,0,0,0,0,0,0,0,0,3,18,25,17,11,2,True,15,200109898,15
2022-01-18,04:44:00,1,109,33,16,21,39,98.43,61.16,0,0,0,0,0,0,0,0,4,23,24,36,19,3,True,15,200109898,15
2022-01-18,04:59:00,1,107,31,11,17,48,97.58,60.64,0,0,0,0,0,0,0,0,1,22,35,32,15,2,True,15,200109898,15
2022-01-18,05:14:00,1,132,33,20,28,51,97.34,60.49,0,0,0,0,0,0,0,1,1,29,42,34,24,1,True,15,200109898,15
2022-01-18,05:29:00,1,163,62,24,14,63,98.66,61.30,0,0,0,0,0,0,0,0,0,38,40,54,28,3,True,15,200109898,15
2022-01-18,05:44:00,1,206,94,24,26,62,100.54,62.47,0,0,0,0,0,0,0,0,2,42,44,63,47,8,True,15,200109898,15
2022-01-18,05:59:00,1,230,110,31,30,59,100.06,62.18,0,0,0,0,0,0,0,0,6,41,40,100,33,10,True,15,200109898,15
2022-01-18,06:14:00,1,245,117,38,24,66,100.19,62.26,0,0,0,0,0,0,0,0,0,48,57,81,57,2,True,15,200109898,15
2022-01-18,06:29:00,1,295,144,37,34,80,97.32,60.47,0,0,0,0,0,0,0,0,3,83,66,93,43,7,True,15,200109898,15
2022-01-18,06:44:00,1,344,185,44,37,78,97.49,60.58,0,0,0,0,0,0,1,0,5,78,76,140,43,1,True,15,200109898,15
2022-01-18,06:59:00,1,389,205,43,45,96,92.56,57.52,0,0,0,0,0,0,1,5,26,132,83,109,31,2,True,15,200109898,15
2022-01-18,07:14:00,1,418,255,46,41,76,96.08,59.70,0,0,0,0,0,0,0,2,15,81,116,177,24,3,True,15,200109898,15
2022-01-18,07:29:00,1,460,283,58,46,73,98.18,61.01,0,0,0,0,0,0,0,0,10,84,92,236,33,5,True,15,200109898,15
2022-01-18,07:44:00,1,423,253,50,45,75,97.16,60.37,0,0,0,0,0,0,0,0,13,78,108,187,36,1,True,15,200109898,15
2022-01-18,07:59:00,1,438,261,51,37,89,95.17,59.14,0,0,0,0,0,0,0,4,26,97,109,160,42,0,True,15,200109898,15
2022-01-18,08:14:00,1,411,264,38,45,64,99.72,61.96,0,0,0,0,0,0,0,1,12,71,58,201,66,2,True,15,200109898,15
2022-01-18,08:29:00,1,367,231,38,34,64,98.72,61.34,0,0,1,0,0,0,0,0,7,68,78,142,68,3,True,15,200109898,15
2022-01-18,08:44:00,1,407,260,45,37,65,101.03,62.78,0,0,0,0,0,0,0,0,7,57,74,185,82,2,True,15,200109898,15
2022-01-18,08:59:00,1,351,203,37,44,67,99.22,61.66,0,0,0,0,0,0,0,0,4,64,78,150,50,5,True,15,200109898,15
2022-01-18,09:14:00,1,366,224,33,35,74,99.02,61.53,0,0,0,0,0,0,0,0,14,60,85,136,67,4,True,15,200109898,15
2022-01-18,09:29:00,1,342,209,31,26,76,100.87,62.68,0,0,0,0,0,0,0,0,4,55,72,130,76,5,True,15,200109898,15
2022-01-18,09:44:00,1,352,204,33,25,90,97.75,60.74,0,0,1,0,0,0,1,0,7,76,79,118,66,4,True,15,200109898,15
2022-01-18,09:59:00,1,319,183,33,27,76,95.92,59.60,1,0,0,0,0,0,0,0,9,55,66,130,54,4,True,15,200109898,15
2022-01-18,10:14:00,1,274,157,29,18,70,100.93,62.72,0,0,0,0,0,0,0,1,5,42,54,108,55,9,True,15,200109898,15
2022-01-18,10:29:00,1,354,203,28,39,84,97.56,60.62,0,0,0,0,0,0,1,1,10,72,92,118,55,5,True,15,200109898,15
2022-01-18,10:44:00,1,297,150,28,30,89,96.88,60.20,0,0,0,0,0,0,0,0,6,68,79,107,36,1,True,15,200109898,15
2022-01-18,10:59:00,1,276,131,30,23,92,98.04,60.92,0,0,0,0,0,0,1,0,5,58,77,80,49,6,True,15,200109898,15
2022-01-18,11:14:00,1,309,178,29,28,74,99.93,62.09,0,0,0,0,0,0,0,0,4,55,65,129,45,11,True,15,200109898,15
2022-01-18,11:29:00,1,319,174,23,28,94,97.26,60.44,0,0,0,0,0,0,0,2,1,70,94,111,33,8,True,15,200109898,15
2022-01-18,11:44:00,1,308,165,23,28,92,98.47,61.19,0,0,0,0,0,0,0,0,4,51,99,102,48,4,True,15,200109898,15
2022-01-18,11:59:00,1,301,173,19,31,78,101.05,62.79,0,0,0,0,0,0,0,0,2,49,70,107,61,12,True,15,200109898,15
2022-01-18,12:14:00,1,177,94,17,16,50,77.39,48.09,0,0,0,0,6,19,27,7,2,28,45,30,13,0,True,15,200109898,15
2022-01-18,12:29:00,1,430,256,27,34,113,76.78,47.71,0,0,0,0,6,23,57,77,67,65,46,60,27,2,True,15,200109898,15
2022-01-18,12:44:00,1,322,169,29,32,92,99.12,61.59,0,0,0,0,0,0,0,0,10,63,77,97,66,9,True,15,200109898,15
2022-01-18,12:59:00,1,264,135,16,38,75,98.68,61.32,0,0,0,0,0,1,0,1,1,50,70,91,46,4,True,15,200109898,15
2022-01-18,13:14:00,1,317,176,19,24,98,99.18,61.63,0,0,0,0,0,0,1,0,1,69,81,89,70,6,True,15,200109898,15
2022-01-18,13:29:00,1,298,153,22,27,96,99.18,61.63,0,0,0,0,0,0,0,1,4,68,65,86,69,5,True,15,200109898,15
2022-01-18,13:44:00,1,337,187,28,30,92,97.96,60.87,0,0,0,0,1,0,1,0,5,77,79,108,57,9,True,15,200109898,15
2022-01-18,13:59:00,1,261,153,18,23,67,101.19,62.88,0,0,0,0,0,0,0,1,0,45,61,86,55,13,True,15,200109898,15
2022-01-18,14:14:00,1,303,177,20,20,86,99.15,61.61,0,0,0,0,0,0,0,1,5,56,76,101,60,4,True,15,200109898,15
2022-01-18,14:29:00,1,372,217,32,21,102,97.85,60.80,0,0,0,0,0,1,0,2,10,79,91,116,63,10,True,15,200109898,15
2022-01-18,14:44:00,1,352,205,31,29,87,101.22,62.90,0,0,0,0,0,0,0,0,3,63,73,116,88,9,True,15,200109898,15
2022-01-18,14:59:00,1,343,214,22,32,75,101.40,63.01,0,0,0,0,0,0,0,0,4,52,74,124,81,8,True,15,200109898,15
2022-01-18,15:14:00,1,343,203,26,24,90,98.95,61.49,0,0,0,0,0,0,0,0,4,61,93,124,57,4,True,15,200109898,15
2022-01-18,15:29:00,1,292,177,27,22,66,103.31,64.20,0,0,0,0,1,0,0,0,6,21,74,93,81,16,True,15,200109898,15
2022-01-18,15:44:00,1,381,222,34,26,99,98.14,60.99,0,0,0,0,0,0,0,0,6,83,86,149,52,5,True,15,200109898,15
2022-01-18,15:59:00,1,355,215,24,32,84,99.45,61.80,0,0,0,0,0,0,2,0,7,68,70,135,61,12,True,15,200109898,15
2022-01-18,16:14:00,1,437,294,33,21,89,98.98,61.50,0,0,0,0,0,0,0,0,13,82,94,163,81,4,True,15,200109898,15
2022-01-18,16:29:00,1,345,226,29,12,78,98.73,61.35,0,0,0,0,0,0,0,0,6,67,94,109,62,7,True,15,200109898,15
2022-01-18,16:44:00,1,391,245,32,23,91,97.58,60.64,0,0,0,0,0,0,0,5,15,81,91,122,68,9,True,15,200109898,15
2022-01-18,16:59:00,1,425,267,35,15,108,96.71,60.10,0,0,0,0,0,0,0,0,9,110,99,152,51,4,True,15,200109898,15
2022-01-18,17:14:00,1,374,256,32,15,71,94.72,58.86,0,0,0,0,0,0,0,0,13,121,92,101,44,3,True,15,200109898,15
2022-01-18,17:29:00,1,371,242,32,17,80,96.42,59.92,0,0,0,0,0,0,0,1,25,78,79,136,50,2,True,15,200109898,15
2022-01-18,17:44:00,1,348,226,25,22,75,97.36,60.50,0,0,0,0,0,0,0,0,17,74,69,138,47,3,True,15,200109898,15
2022-01-18,17:59:00,1,302,208,24,9,61,99.59,61.89,0,0,0,0,0,0,0,2,10,51,60,116,52,11,True,15,200109898,15
2022-01-18,18:14:00,1,254,170,18,10,56,101.36,62.99,0,0,0,0,0,0,0,2,7,36,37,109,58,5,True,15,200109898,15
2022-01-18,18:29:00,1,261,162,15,10,74,99.79,62.01,0,0,0,0,1,0,0,0,7,45,62,76,62,8,True,15,200109898,15
2022-01-18,18:44:00,1,229,148,18,10,53,101.63,63.15,0,0,0,0,0,0,0,0,5,39,37,87,50,11,True,15,200109898,15
2022-01-18,18:59:00,1,216,144,13,7,52,101.01,62.77,0,0,0,0,0,0,0,0,8,36,38,75,50,9,True,15,200109898,15
2022-01-18,19:14:00,1,165,85,10,14,56,98.97,61.50,0,0,0,0,0,0,0,0,2,41,36,44,40,2,True,15,200109898,15
2022-01-18,19:29:00,1,151,98,9,5,39,101.12,62.84,0,0,0,0,0,0,0,0,2,31,24,54,33,7,True,15,200109898,15
2022-01-18,19:44:00,1,178,106,16,11,45,100.55,62.48,0,0,0,0,0,1,0,0,6,35,28,54,46,8,True,15,200109898,15
2022-01-18,19:59:00,1,131,75,8,5,43,100.44,62.42,0,0,0,0,0,0,0,1,7,22,23,42,25,11,True,15,200109898,15
2022-01-18,20:14:00,1,117,65,10,7,35,103.14,64.09,0,0,0,0,0,0,0,0,2,19,20,34,36,6,True,15,200109898,15
2022-01-18,20:29:00,1,122,73,7,7,35,101.81,63.26,0,0,0,0,0,0,0,0,2,22,25,35,30,8,True,15,200109898,15
2022-01-18,20:44:00,1,103,56,11,7,29,102.12,63.46,0,0,0,0,0,0,0,0,2,13,27,30,24,7,True,15,200109898,15
